Date,Open,High,Low,Close,Adj Close,Volume
2020-04-07,2738.649902,2756.889893,2657.669922,2659.409912,2659.409912,7040720000
2020-04-08,2685.000000,2760.750000,2663.300049,2749.979980,2749.979980,5856370000
2020-04-09,2776.989990,2818.570068,2762.360107,2789.820068,2789.820068,7880140000
2020-04-13,2782.459961,2782.459961,2721.169922,2761.629883,2761.629883,5274310000
2020-04-14,2805.100098,2851.850098,2805.100098,2846.060059,2846.060059,5567400000
2020-04-15,2795.639893,2801.879883,2761.540039,2783.360107,2783.360107,5203390000
2020-04-16,2799.340088,2806.510010,2764.320068,2799.550049,2799.550049,5179990000
2020-04-17,2842.429932,2879.219971,2830.879883,2874.560059,2874.560059,5792140000
2020-04-20,2845.620117,2868.979980,2820.429932,2823.159912,2823.159912,5220160000
2020-04-21,2784.810059,2785.540039,2727.100098,2736.560059,2736.560059,5075830000
2020-04-22,2787.889893,2815.100098,2775.949951,2799.310059,2799.310059,5049660000
2020-04-23,2810.419922,2844.899902,2794.260010,2797.800049,2797.800049,5756520000
2020-04-24,2812.639893,2842.709961,2791.760010,2836.739990,2836.739990,5374480000
2020-04-27,2854.649902,2887.719971,2852.889893,2878.479980,2878.479980,5194260000
2020-04-28,2909.959961,2921.149902,2860.709961,2863.389893,2863.389893,5672880000
2020-04-29,2918.459961,2954.860107,2912.159912,2939.510010,2939.510010,6620140000
2020-04-30,2930.909912,2930.909912,2892.469971,2912.429932,2912.429932,6523120000
2020-05-01,2869.090088,2869.090088,2821.610107,2830.709961,2830.709961,4753160000
2020-05-04,2815.010010,2844.239990,2797.850098,2842.739990,2842.739990,4723140000
2020-05-05,2868.879883,2898.229980,2863.550049,2868.439941,2868.439941,5129590000
2020-05-06,2883.139893,2891.110107,2847.649902,2848.419922,2848.419922,4861920000
2020-05-07,2878.260010,2901.919922,2876.479980,2881.189941,2881.189941,5164640000
2020-05-08,2908.830078,2932.159912,2902.879883,2929.800049,2929.800049,4857160000
2020-05-11,2915.459961,2944.250000,2903.439941,2930.189941,2930.189941,4807320000
2020-05-12,2939.500000,2945.820068,2869.590088,2870.120117,2870.120117,5107710000
2020-05-13,2865.860107,2874.139893,2793.149902,2820.000000,2820.000000,6143130000
2020-05-14,2794.540039,2852.800049,2766.639893,2852.500000,2852.500000,5641920000
2020-05-15,2829.949951,2865.010010,2816.780029,2863.699951,2863.699951,5477040000
2020-05-18,2913.860107,2968.090088,2913.860107,2953.909912,2953.909912,6364290000
2020-05-19,2948.590088,2964.209961,2922.350098,2922.939941,2922.939941,4969330000
2020-05-20,2953.629883,2980.290039,2953.629883,2971.610107,2971.610107,4992970000
2020-05-21,2969.949951,2978.500000,2938.570068,2948.510010,2948.510010,4966940000
2020-05-22,2948.050049,2956.760010,2933.590088,2955.449951,2955.449951,3952800000
2020-05-26,3004.080078,3021.719971,2988.169922,2991.770020,2991.770020,5837060000
2020-05-27,3015.649902,3036.250000,2969.750000,3036.129883,3036.129883,6371230000
2020-05-28,3046.610107,3068.669922,3023.399902,3029.729980,3029.729980,5402670000
2020-05-29,3025.169922,3049.169922,2998.610107,3044.310059,3044.310059,7275080000
2020-06-01,3038.780029,3062.179932,3031.540039,3055.729980,3055.729980,4673410000
2020-06-02,3064.780029,3081.070068,3051.639893,3080.820068,3080.820068,5187230000
2020-06-03,3098.899902,3130.939941,3098.899902,3122.870117,3122.870117,5989560000
2020-06-04,3111.560059,3128.909912,3090.409912,3112.350098,3112.350098,6428130000
2020-06-05,3163.840088,3211.719971,3163.840088,3193.929932,3193.929932,8617590000
2020-06-08,3199.919922,3233.129883,3196.000000,3232.389893,3232.389893,8437380000
2020-06-09,3213.320068,3222.709961,3193.110107,3207.179932,3207.179932,6382620000
2020-06-10,3213.419922,3223.270020,3181.489990,3190.139893,3190.139893,6570840000
2020-06-11,3123.530029,3123.530029,2999.489990,3002.100098,3002.100098,7018890000
2020-06-12,3071.040039,3088.419922,2984.469971,3041.310059,3041.310059,5832250000
2020-06-15,2993.760010,3079.760010,2965.659912,3066.590088,3066.590088,5740660000
2020-06-16,3131.000000,3153.449951,3076.060059,3124.739990,3124.739990,5829240000
2020-06-17,3136.129883,3141.159912,3108.030029,3113.489990,3113.489990,4549390000
2020-06-18,3101.639893,3120.000000,3093.510010,3115.340088,3115.340088,4429030000
2020-06-19,3140.290039,3155.530029,3083.110107,3097.739990,3097.739990,8327780000
2020-06-22,3094.419922,3120.919922,3079.389893,3117.860107,3117.860107,4665380000
2020-06-23,3138.699951,3154.899902,3127.120117,3131.290039,3131.290039,4704830000
2020-06-24,3114.399902,3115.010010,3032.129883,3050.330078,3050.330078,5587200000
2020-06-25,3046.600098,3086.250000,3024.010010,3083.760010,3083.760010,4815420000
2020-06-26,3073.199951,3073.729980,3004.629883,3009.050049,3009.050049,8098120000
2020-06-29,3018.590088,3053.889893,2999.739990,3053.239990,3053.239990,4462770000
2020-06-30,3050.199951,3111.510010,3047.830078,3100.290039,3100.290039,4696280000
2020-07-01,3105.919922,3128.439941,3101.169922,3115.860107,3115.860107,4443130000
2020-07-02,3143.639893,3165.810059,3124.520020,3130.010010,3130.010010,4190830000
2020-07-06,3155.290039,3182.590088,3155.290039,3179.719971,3179.719971,4736450000
2020-07-07,3166.439941,3184.149902,3142.929932,3145.320068,3145.320068,4563700000
2020-07-08,3153.070068,3171.800049,3136.530029,3169.939941,3169.939941,4927700000
2020-07-09,3176.169922,3179.780029,3115.699951,3152.050049,3152.050049,4829020000
2020-07-10,3152.469971,3186.820068,3136.219971,3185.040039,3185.040039,4515340000
2020-07-13,3205.080078,3235.320068,3149.429932,3155.219971,3155.219971,4890780000
2020-07-14,3141.110107,3200.949951,3127.659912,3197.520020,3197.520020,4476170000
2020-07-15,3225.979980,3238.280029,3200.760010,3226.560059,3226.560059,4669760000
2020-07-16,3208.360107,3220.389893,3198.590088,3215.570068,3215.570068,3961230000
2020-07-17,3224.209961,3233.520020,3205.649902,3224.729980,3224.729980,3993830000
2020-07-20,3224.290039,3258.610107,3215.159912,3251.840088,3251.840088,3971200000
2020-07-21,3268.520020,3277.290039,3247.770020,3257.300049,3257.300049,4547960000
2020-07-22,3254.860107,3279.320068,3253.100098,3276.020020,3276.020020,4255190000
2020-07-23,3271.639893,3279.989990,3222.659912,3235.659912,3235.659912,4290460000
2020-07-24,3218.580078,3227.260010,3200.050049,3215.629883,3215.629883,3894900000
2020-07-27,3219.840088,3241.429932,3214.250000,3239.409912,3239.409912,3963910000
2020-07-28,3234.270020,3243.719971,3216.169922,3218.439941,3218.439941,4027890000
2020-07-29,3227.219971,3264.739990,3227.219971,3258.439941,3258.439941,4676300000
2020-07-30,3231.760010,3250.919922,3204.129883,3246.219971,3246.219971,4254010000
2020-07-31,3270.449951,3272.169922,3220.260010,3271.120117,3271.120117,5117260000
2020-08-03,3288.260010,3302.729980,3284.530029,3294.610107,3294.610107,4643640000
2020-08-04,3289.919922,3306.840088,3286.370117,3306.510010,3306.510010,4621670000
2020-08-05,3317.370117,3330.770020,3317.370117,3327.770020,3327.770020,4732220000
2020-08-06,3323.169922,3351.030029,3318.139893,3349.159912,3349.159912,4267490000
2020-08-07,3340.050049,3352.540039,3328.719971,3351.280029,3351.280029,4104860000
2020-08-10,3356.040039,3363.290039,3335.439941,3360.469971,3360.469971,4318570000
2020-08-11,3370.340088,3381.010010,3326.439941,3333.689941,3333.689941,5087650000
2020-08-12,3355.459961,3387.889893,3355.459961,3380.350098,3380.350098,3768560000
2020-08-13,3372.949951,3387.239990,3363.350098,3373.429932,3373.429932,3648810000
2020-08-14,3368.659912,3378.510010,3361.639893,3372.850098,3372.850098,3193400000
2020-08-17,3380.860107,3387.590088,3379.219971,3381.989990,3381.989990,3671290000
2020-08-18,3387.040039,3395.060059,3370.149902,3389.780029,3389.780029,3881310000
2020-08-19,3392.510010,3399.540039,3369.659912,3374.850098,3374.850098,3884480000
2020-08-20,3360.479980,3390.800049,3354.689941,3385.510010,3385.510010,3642850000
2020-08-21,3386.010010,3399.959961,3379.310059,3397.159912,3397.159912,3705420000
2020-08-24,3418.090088,3432.090088,3413.129883,3431.280029,3431.280029,3728690000
2020-08-25,3435.949951,3444.209961,3425.840088,3443.620117,3443.620117,3619300000
2020-08-26,3449.969971,3481.070068,3444.149902,3478.729980,3478.729980,3754360000
2020-08-27,3485.139893,3501.379883,3468.350098,3484.550049,3484.550049,3929560000
2020-08-28,3494.689941,3509.229980,3484.320068,3508.010010,3508.010010,3855880000
2020-08-31,3509.729980,3514.770020,3493.250000,3500.310059,3500.310059,4342290000
2020-09-01,3507.439941,3528.030029,3494.600098,3526.649902,3526.649902,4083110000
2020-09-02,3543.760010,3588.110107,3535.229980,3580.840088,3580.840088,4285190000
2020-09-03,3564.739990,3564.850098,3427.409912,3455.060059,3455.060059,4898680000
2020-09-04,3453.600098,3479.149902,3349.629883,3426.959961,3426.959961,4431440000
2020-09-08,3371.879883,3379.969971,3329.270020,3331.840088,3331.840088,4665600000
2020-09-09,3369.820068,3424.770020,3366.840088,3398.959961,3398.959961,3920830000
2020-09-10,3412.560059,3425.550049,3329.250000,3339.189941,3339.189941,4192250000
2020-09-11,3352.699951,3368.949951,3310.469971,3340.969971,3340.969971,3704450000
2020-09-14,3363.560059,3402.929932,3363.560059,3383.540039,3383.540039,3832130000
2020-09-15,3407.729980,3419.479980,3389.250000,3401.199951,3401.199951,4051460000
2020-09-16,3411.229980,3428.919922,3384.449951,3385.489990,3385.489990,4710030000
2020-09-17,3346.860107,3375.169922,3328.820068,3357.010010,3357.010010,4371940000
2020-09-18,3357.379883,3362.270020,3292.399902,3319.469971,3319.469971,7068700000
2020-09-21,3285.570068,3285.570068,3229.100098,3281.060059,3281.060059,4828350000
2020-09-22,3295.750000,3320.310059,3270.949951,3315.570068,3315.570068,3963300000
2020-09-23,3320.110107,3323.350098,3232.570068,3236.919922,3236.919922,4364500000
2020-09-24,3226.139893,3278.699951,3209.449951,3246.590088,3246.590088,4599470000
2020-09-25,3236.659912,3306.879883,3228.439941,3298.459961,3298.459961,3792220000
2020-09-28,3333.899902,3360.739990,3332.909912,3351.600098,3351.600098,3946060000
2020-09-29,3350.919922,3357.919922,3327.540039,3335.469971,3335.469971,3651880000
2020-09-30,3341.209961,3393.560059,3340.469971,3363.000000,3363.000000,4722530000
2020-10-01,3385.870117,3397.179932,3361.389893,3380.800049,3380.800049,4070530000
2020-10-02,3338.939941,3369.100098,3323.689941,3348.419922,3348.419922,3961550000
2020-10-05,3367.270020,3409.570068,3367.270020,3408.600098,3408.600098,3686920000
2020-10-06,3408.739990,3431.560059,3354.540039,3360.969971,3360.969971,4443380000
2020-10-07,3384.560059,3426.260010,3384.560059,3419.439941,3419.439941,3807830000
2020-10-08,3434.280029,3447.280029,3428.149902,3446.830078,3446.830078,3856190000
2020-10-09,3459.669922,3482.340088,3458.070068,3477.139893,3477.139893,3939060000
2020-10-12,3500.020020,3549.850098,3499.610107,3534.219971,3534.219971,3428970000
2020-10-13,3534.010010,3534.010010,3500.860107,3511.929932,3511.929932,3605150000
2020-10-14,3515.469971,3527.939941,3480.550049,3488.669922,3488.669922,3840630000
2020-10-15,3453.719971,3489.080078,3440.889893,3483.340088,3483.340088,3717640000
2020-10-16,3493.500000,3515.760010,3480.449951,3483.810059,3483.810059,4675890000
2020-10-19,3493.659912,3502.419922,3419.929932,3426.919922,3426.919922,4086200000
2020-10-20,3439.379883,3476.929932,3435.649902,3443.120117,3443.120117,3901260000
2020-10-21,3439.909912,3464.860107,3433.060059,3435.560059,3435.560059,4097750000
2020-10-22,3438.500000,3460.530029,3415.340088,3453.489990,3453.489990,4163630000
2020-10-23,3464.899902,3466.459961,3440.449951,3465.389893,3465.389893,3646570000
2020-10-26,3441.419922,3441.419922,3364.860107,3400.969971,3400.969971,3988080000
2020-10-27,3403.149902,3409.510010,3388.709961,3390.679932,3390.679932,3946990000
2020-10-28,3342.479980,3342.479980,3268.889893,3271.030029,3271.030029,5129860000
2020-10-29,3277.169922,3341.050049,3259.820068,3310.110107,3310.110107,4903070000
2020-10-30,3293.590088,3304.929932,3233.939941,3269.959961,3269.959961,4840450000
2020-11-02,3296.199951,3330.139893,3279.739990,3310.239990,3310.239990,4310590000
2020-11-03,3336.250000,3389.489990,3336.250000,3369.159912,3369.159912,4220070000
2020-11-04,3406.459961,3486.250000,3405.169922,3443.439941,3443.439941,4783040000
2020-11-05,3485.739990,3529.050049,3485.739990,3510.449951,3510.449951,4841190000
2020-11-06,3508.340088,3521.580078,3484.340088,3509.439941,3509.439941,4833950000
2020-11-09,3583.040039,3645.989990,3547.479980,3550.500000,3550.500000,8556610000
2020-11-10,3543.260010,3557.219971,3511.909912,3545.530029,3545.530029,6024230000
2020-11-11,3563.219971,3581.159912,3557.000000,3572.659912,3572.659912,4609970000
2020-11-12,3562.669922,3569.020020,3518.580078,3537.010010,3537.010010,4890120000
2020-11-13,3552.570068,3593.659912,3552.570068,3585.149902,3585.149902,4709670000
2020-11-16,3600.159912,3628.510010,3600.159912,3626.909912,3626.909912,5281980000
2020-11-17,3610.310059,3623.110107,3588.679932,3609.530029,3609.530029,4799570000
2020-11-18,3612.090088,3619.090088,3567.330078,3567.790039,3567.790039,5274450000
2020-11-19,3559.409912,3585.219971,3543.840088,3581.870117,3581.870117,4347200000
2020-11-20,3579.310059,3581.229980,3556.850098,3557.540039,3557.540039,4218970000
2020-11-23,3566.820068,3589.810059,3552.770020,3577.590088,3577.590088,5036290000
2020-11-24,3594.520020,3642.310059,3594.520020,3635.409912,3635.409912,6267570000
2020-11-25,3635.500000,3635.500000,3617.760010,3629.649902,3629.649902,4902560000
2020-11-27,3638.550049,3644.310059,3629.330078,3638.350098,3638.350098,2778450000
2020-11-30,3634.179932,3634.179932,3594.389893,3621.629883,3621.629883,6291400000
2020-12-01,3645.870117,3678.449951,3645.870117,3662.449951,3662.449951,5403660000
2020-12-02,3653.780029,3670.959961,3644.840088,3669.010010,3669.010010,5029620000
2020-12-03,3668.280029,3682.729980,3657.169922,3666.719971,3666.719971,5091760000
2020-12-04,3670.939941,3699.199951,3670.939941,3699.120117,3699.120117,5086370000
2020-12-07,3694.729980,3697.409912,3678.879883,3691.959961,3691.959961,4788560000
2020-12-08,3683.050049,3708.449951,3678.830078,3702.250000,3702.250000,4549670000
2020-12-09,3705.979980,3712.389893,3660.540039,3672.820068,3672.820068,5209940000
2020-12-10,3659.129883,3678.489990,3645.179932,3668.100098,3668.100098,4618240000
